date,Overall,ADA,BNB,BTC,ETH,Meme,Mixed,SOL,TON,USDC,USDT,XRP
2023-08-24,73.3760,,63.4750,95.2074,55.6177,97.1741,52.2684,54.0735,,,76.3350,89.0551
2023-08-25,68.9105,,33.1750,56.0075,44.1437,67.6488,59.6498,34.2650,,,,64.8408
2023-08-26,63.8208,4.3500,,57.6345,90.3950,78.6328,93.8433,,,,,85.4897
2023-08-27,70.0919,79.5027,89.7050,77.9672,64.4468,58.0800,58.2084,,95.6527,,,74.6950
2023-08-28,65.0808,,,70.2146,60.7571,56.9359,79.6198,,,,,75.6108
2023-08-29,74.8535,57.4301,3.7250,81.8863,85.9413,91.4647,89.1638,,,,,75.7771
2023-08-30,73.4467,,,70.7075,71.2964,53.9272,90.6666,,,65.9100,,77.6568
2023-08-31,83.4689,,8.8750,90.3086,62.4911,93.9051,94.1760,,,,,94.9954
2023-09-01,73.0981,93.7500,2.5350,84.7546,,81.4720,50.8475,,,,,44.4185
2023-09-02,68.0554,,,57.9447,63.2873,,79.8322,,,,,62.9092
2023-09-03,66.8355,,,71.5751,60.4868,71.6555,68.6445,15.9600,,,,77.2925
2023-09-04,76.4893,49.9038,,78.8859,76.4145,92.5764,75.8824,87.8950,89.1750,,98.2400,42.5754
2023-09-05,77.3189,,75.5300,45.8828,95.7856,80.3201,95.5875,99.5100,,,92.7750,68.4675
2023-09-06,81.3497,90.9100,,73.7271,97.9546,86.9621,98.5838,93.0097,85.6850,,,48.5440
2023-09-07,64.0599,77.8559,6.0200,77.5146,71.1818,42.3450,85.5546,96.9650,93.8950,,,76.5964
2023-09-08,78.6663,92.0100,,84.7325,48.8315,89.7752,96.5272,54.5321,,,99.7200,78.4354
2023-09-09,71.1331,,,51.1660,35.0043,78.9666,96.7089,7.5100,,,,92.3778
2023-09-10,60.1099,,,42.1368,22.8850,72.5216,65.9757,,,,,95.1278
2023-09-11,49.5386,,75.2000,30.6170,1.9100,91.3550,42.8928,20.3000,,,,62.3870
2023-09-12,52.2216,,,65.4265,47.9605,52.9863,67.5745,93.5900,,,,50.1362
2023-09-13,80.5991,,97.8250,67.9235,68.5036,,98.8634,94.4250,87.2020,,,57.8053
2023-09-14,87.1987,,53.8600,82.3942,85.2834,94.0350,98.8528,,,,,83.4729
2023-09-15,80.4046,,93.2900,83.9284,94.6700,98.3900,87.7510,36.2886,,,72.9400,79.4639
2023-09-16,66.2884,,,74.2077,,88.2500,66.7570,,99.8000,,,68.8904
2023-09-17,68.4316,,10.7750,60.9656,89.4350,,82.6086,,,,,79.2950
2023-09-18,74.9084,,,74.3740,89.8210,82.9850,94.9619,94.2535,,,,49.3925
2023-09-19,63.4773,49.9530,21.1800,84.6423,81.1628,,57.0619,92.3100,,88.2500,,63.0242
2023-09-20,79.2234,,,84.0308,66.4580,72.2394,98.8353,20.0300,,68.0600,,69.2508
2023-09-21,61.5160,77.9425,,78.1221,87.4221,89.5300,29.7308,,,,,77.1133
2023-09-22,80.8040,20.0300,28.5050,53.5121,97.7986,85.6181,90.4553,55.8450,,,,87.9063
2023-09-23,68.0915,,,56.9806,69.3664,96.2504,71.2393,,47.4200,,,75.7081
2023-09-24,64.5692,79.2950,,55.9952,88.2954,48.5615,,,,,,81.8197
2023-09-25,56.3843,,,71.8587,73.5537,30.1496,62.3802,,,,,85.3471
2023-09-26,66.8511,,,73.6880,54.4856,26.6229,98.3344,,,,76.1800,29.1634
2023-09-27,66.2103,,58.4220,37.3112,50.1953,83.7975,83.4338,,,,,
2023-09-28,75.3096,,,51.9496,90.3189,96.0050,80.0994,,,,,84.1873
2023-09-29,67.5443,93.1250,,71.1884,78.6315,,94.0601,25.1700,,,99.8200,46.7041
2023-09-30,61.8075,,,83.3490,73.5522,39.4745,66.4338,,31.9400,,,92.7026
2023-10-01,65.0582,,89.8200,65.7419,50.9229,75.5300,59.2252,96.5650,,,,23.9952
2023-10-02,79.1069,94.8250,,61.8289,88.1960,95.4050,92.2283,89.8992,97.6200,,,72.7210
2023-10-03,58.0419,10.1800,,69.7569,58.8357,54.5154,94.7088,30.2200,,,,26.4186
2023-10-04,74.2107,76.2743,,92.7482,,,,55.1350,,,,89.3059
2023-10-05,74.9765,,,64.8905,99.3442,43.5921,65.6848,,,,84.5400,63.9497
2023-10-06,74.6177,22.1300,88.1100,66.5831,83.8759,75.2169,81.8853,98.5600,98.7950,,,77.6260
2023-10-07,64.3199,68.0600,,81.7432,96.0050,86.8184,80.7448,88.9150,,,,80.8194
2023-10-08,90.3185,,,74.1393,83.4586,80.2450,99.8972,,,,,60.8419
2023-10-09,71.7878,,,29.2114,88.9150,7.9808,95.5740,,87.8950,,,44.3397
2023-10-10,47.4443,,,61.7926,41.0593,66.8382,32.6984,66.2319,3.3150,,43.3700,77.3986
2023-10-11,69.5880,,,69.8127,58.3170,8.8750,94.9347,76.4144,,,,80.3435
2023-10-12,81.4492,,5.4500,92.2902,78.4995,41.3968,87.0913,,,,,79.5679
2023-10-13,40.1088,,,82.2355,90.1448,,27.5355,11.0850,,3.3800,,87.7608
2023-10-14,74.4944,56.6086,,78.4593,70.7297,70.3750,93.8510,96.0050,,,,55.2480
2023-10-15,72.6006,,,72.2811,23.6650,94.8950,98.6486,,,,4.9400,82.2427
2023-10-16,68.4322,37.5000,71.2973,48.2673,75.2644,87.1703,81.1562,91.5800,,,98.9800,77.9213
2023-10-17,59.5222,,,77.7775,25.3050,76.3350,92.0222,,,,,36.8425
2023-10-18,58.1847,,87.5050,66.2910,37.7593,37.5450,59.3485,,,,0.8950,55.7410
2023-10-19,68.9831,,,73.9754,,71.2309,88.1281,99.0400,,,98.5450,48.1600
2023-10-20,75.6339,,,64.3142,32.5887,,94.1904,80.6200,,,99.7300,67.3968
2023-10-21,80.1168,,,89.8804,,75.0059,97.9912,,,,,45.4917
2023-10-22,86.6489,89.8000,,81.7629,95.2100,,99.5598,93.9500,,,,76.2657
2023-10-23,61.8495,,,82.6649,90.8800,60.1150,83.9173,43.7521,,,,69.6725
2023-10-24,80.5403,,,81.8610,94.9600,77.7778,84.1381,95.2864,75.5300,,,87.6818
2023-10-25,88.3562,96.6850,,94.3800,63.2000,76.8100,97.3777,,,,,93.8806
2023-10-26,81.7164,,,94.0950,86.7332,95.5099,72.2171,50.1847,,,98.6800,80.7179
2023-10-27,77.8327,72.0200,85.9200,83.2903,62.5079,87.1950,88.0960,,,,,83.9150
2023-10-28,76.6240,,,91.7491,,,92.6202,70.0483,96.3000,,13.4850,79.6453
2023-10-29,84.3435,83.2074,80.6200,93.2109,69.0900,38.1972,98.5247,90.8800,,,,86.3211
2023-10-30,86.8525,,,94.6065,89.4844,87.9518,92.8866,,97.9300,,98.0600,94.1025
2023-10-31,74.5569,79.2950,,91.2213,,68.2016,98.5020,,,,,84.5359
2023-11-01,77.9366,98.8300,,93.5782,70.3943,,98.4852,96.8525,,,,83.6167
2023-11-02,78.5121,,,94.8481,71.0750,79.0150,87.0677,83.4042,,,,70.3304
2023-11-03,64.9825,,,41.3145,96.8550,89.1773,94.7076,95.0571,,,,60.6854
2023-11-04,57.7116,,47.3300,79.1682,,88.5850,81.3324,,,,,58.4590
2023-11-05,75.8565,80.9174,,84.1204,35.0205,,94.4640,95.1100,41.1050,,,68.6681
2023-11-06,82.6867,,84.0400,64.2109,69.2528,89.8200,65.9373,85.0834,,,,58.8950
2023-11-07,84.6767,72.3796,,55.3928,8.7350,76.7826,89.7156,,,,99.9500,87.4724
2023-11-08,86.1059,80.3822,,91.0571,97.3400,85.4800,98.5748,37.5000,,,,91.7247
2023-11-09,82.6059,40.5179,,89.7784,91.7592,90.6300,86.3428,96.9650,,,,55.0638
2023-11-10,89.8622,74.3550,,97.3827,60.1150,64.0109,90.7693,91.9250,,,,81.8242
2023-11-11,79.3995,,,87.6793,,57.0300,95.8585,75.6530,65.9100,,,89.1712
2023-11-12,80.1633,,,86.1326,71.5551,40.6009,97.1480,88.8934,,,,
2023-11-13,78.8388,,7.3150,85.4286,86.1056,96.0033,88.1360,92.9973,,,,
2023-11-14,76.2245,58.8950,,61.3041,40.0412,53.8600,93.4700,92.0710,,,,70.2317
2023-11-15,88.1639,43.8539,,82.4720,,97.1137,96.6026,,,92.4050,,
2023-11-16,85.8588,,,79.8326,82.5008,32.0250,82.6710,97.4060,,,,77.4802
2023-11-17,86.3600,,,86.1172,98.4100,,94.4210,,,,99.7900,89.7355
2023-11-18,75.9184,59.7523,,78.2053,82.9850,62.0300,99.3230,,,,,71.3499
2023-11-19,67.9092,,,76.9273,63.9688,,22.3850,87.2653,,,,65.7934
2023-11-20,72.7168,72.9400,,89.9275,74.4838,7.3450,62.5183,99.3088,,,,85.1519
2023-11-21,81.0859,18.1550,93.7500,61.9302,,80.6200,87.6545,96.7247,,,99.9200,89.1500
2023-11-22,63.5911,76.3350,,58.1987,97.1150,,75.0282,,,,4.2400,73.8925
2023-11-23,82.1191,97.9365,,84.6883,79.1192,60.7022,96.6902,,,,,73.3698
2023-11-24,74.6659,96.4181,,81.7774,79.7773,56.7240,99.2670,93.6977,,,,64.7575
2023-11-25,83.8770,,,88.4932,34.0900,96.6250,92.7879,,,,96.0850,71.3182
2023-11-26,72.1425,91.2650,,61.7181,90.3700,67.1120,95.2634,79.6266,56.1798,,,90.6978
2023-11-27,56.5599,79.7880,,80.7292,73.8350,,92.1596,,,,,14.7246
2023-11-28,72.2703,60.1150,,70.0464,93.4450,,75.8903,,,,99.6600,87.5911
2023-11-29,77.7631,,,74.8340,80.4038,92.9400,76.3667,67.5731,90.8800,,,94.9496
2023-11-30,86.1929,,,85.5068,84.8300,,95.6417,,,,,82.9816
2023-12-01,90.2239,97.4650,,87.6011,98.5250,94.5500,97.6279,90.3700,,,,96.8550
2023-12-02,77.2089,,,73.2874,72.2577,,98.8174,,,,,53.8952
2023-12-03,88.3013,,,96.7484,85.3671,96.9900,46.6836,,,,,98.8300
2023-12-04,92.7525,55.1350,,89.2481,58.8950,85.0181,91.7262,96.8509,,,,65.9100
2023-12-05,83.8023,99.8700,,91.2049,68.2095,89.7893,96.4107,,,,,84.2547
2023-12-06,91.6024,97.7100,,87.7724,53.8600,98.0437,93.3091,,88.9150,,,64.8000
2023-12-07,78.7002,99.5450,,53.3775,90.3857,89.5300,83.2007,96.0631,,79.9700,,83.2250
2023-12-08,79.9768,94.7400,,67.5668,80.0020,78.7106,92.7285,97.9127,,,,69.4385
2023-12-09,82.7721,65.8200,,87.1117,,95.0130,97.7242,68.0600,,,,82.8325
2023-12-10,79.7419,91.5800,,64.7910,5.8300,83.8350,79.5099,48.1857,,,,
2023-12-11,72.6253,12.1050,98.0050,81.3649,95.5000,45.1563,51.3445,,,,,77.1150
2023-12-12,90.6111,,,64.1814,92.7750,99.8674,91.8900,99.2244,,95.0550,,80.1450
2023-12-13,86.8501,96.2419,,93.2620,,85.0150,83.9359,99.0050,85.9200,,98.9350,
2023-12-14,82.4543,67.0000,,48.8317,93.6584,91.5650,92.8930,,,,,11.0850
2023-12-15,82.1974,90.8800,,85.5431,91.8000,95.0013,91.9376,97.4250,,,,
2023-12-16,76.8408,75.7422,,81.8008,86.7550,58.6453,72.6668,,,,,59.1017
2023-12-17,86.5533,98.2872,35.4100,86.2319,12.8500,88.4336,50.0773,73.8350,,,,61.7945
2023-12-18,77.3338,98.9150,,70.6600,71.5224,71.1167,92.4948,65.8816,,,,72.1150
2023-12-19,82.0209,,,94.3108,83.6282,81.7364,31.3027,84.5400,75.5300,94.6200,,71.0750
2023-12-20,76.9321,,,95.6808,71.7955,80.7850,69.1919,92.4469,,,99.1000,18.1550
2023-12-21,82.8213,,,88.8943,96.5413,77.6332,94.7341,67.1132,,,,64.2528
2023-12-22,68.4224,,93.4650,85.2281,14.5200,82.7127,45.3685,70.3683,,,,58.4002
2023-12-23,84.8699,,,88.3226,86.3408,85.8946,96.7406,96.6850,,,,60.8064
2023-12-24,75.3486,97.4250,,74.1154,81.0458,72.0200,91.3431,75.9469,,,,
2023-12-25,90.5615,97.0337,,73.6415,,87.7471,97.8623,75.9814,,,,79.0549
2023-12-26,76.0729,72.0200,,75.1136,76.4825,92.7750,75.1336,94.6100,,,,67.0000
2023-12-27,74.5535,,,64.7782,68.9965,87.8953,5.7000,,,,,75.5265
2023-12-28,82.5868,95.7300,,84.5801,85.1539,73.8350,90.5120,,,,,68.0600
2023-12-29,78.0147,94.7850,95.0050,84.8521,92.1706,70.3951,85.9108,74.4652,,,,36.1757
2023-12-30,79.1649,,73.3900,73.9477,47.3241,82.0162,97.6535,98.6750,,,,80.0038
2023-12-31,73.5998,,,62.0517,94.1700,75.4663,37.9511,,,,,74.6378
2024-01-01,77.8716,,,70.8251,99.6800,77.8700,86.3904,61.2011,,,,97.8488
2024-01-02,85.2912,,,82.0132,,92.9550,94.4883,96.8650,,,,
2024-01-03,77.5635,,,61.6417,87.8724,74.1628,98.0330,,,,,91.5800
2024-01-04,75.3837,97.2550,,82.6702,99.0092,71.9216,79.2687,,,,94.5546,82.9850
2024-01-05,78.3425,38.6850,,91.1406,58.9695,83.4034,88.3820,26.1650,,,,
2024-01-06,88.1315,,96.3700,83.3958,,55.0368,98.5778,87.1500,,,99.8700,60.2189
2024-01-07,79.7287,97.4100,,85.6080,86.3450,63.6600,52.3423,,,,,42.3450
2024-01-08,67.5020,,,70.3119,,24.3550,55.8546,66.6357,,,,97.8550
2024-01-09,83.4934,,,83.7853,42.7168,,92.5333,64.2384,,,,69.8082
2024-01-10,89.3448,,,89.6516,99.0850,89.8200,94.4561,,,96.9650,,81.8450
2024-01-11,86.6801,,,87.2744,91.8601,97.3850,99.5143,93.6000,,80.6200,,62.2118
2024-01-12,80.8709,,,96.7277,96.4668,81.2476,92.7395,,,,,64.6967
2024-01-13,77.1744,,,68.5811,61.7166,,96.3375,99.8700,,99.0500,,66.2956
2024-01-14,82.3842,,,93.1907,57.1375,64.8000,96.0175,1.9100,,,,91.1250
2024-01-15,75.2213,89.1604,,87.8933,92.7750,62.2046,37.3446,,,,80.2720,78.2061
2024-01-16,85.5307,97.8750,,75.0026,88.6226,84.8550,87.2845,,,,,45.0200
2024-01-17,82.6340,,,74.4375,98.8509,74.3278,96.2480,,,,22.1300,58.0608
2024-01-18,79.3765,95.9300,,79.2847,96.6850,92.2100,93.9484,,,,,
2024-01-19,65.2830,13.4450,,67.1453,67.1020,93.0550,64.8575,88.5850,,,,69.3547
2024-01-20,86.4204,,,62.7649,85.4056,,99.8702,,96.1050,,,45.5899
2024-01-21,82.7355,,,69.9061,,85.9198,98.0900,,,,99.9950,95.2156
2024-01-22,68.8708,,94.2967,61.7585,74.4847,54.8772,88.7391,,,,,36.0400
2024-01-23,72.4032,69.7776,,70.9219,11.1073,87.3451,71.9174,,,,,23.6650
2024-01-24,76.1208,,,64.5892,80.4650,98.5800,98.6643,,,,,
2024-01-25,82.2300,18.1550,,88.5131,88.4726,29.3511,74.7227,71.6984,,,,40.8873
2024-01-26,75.4325,86.4112,,59.3059,73.0099,88.2362,77.2412,,83.0200,,,81.1480
2024-01-27,68.3522,,27.9800,79.9932,93.1512,25.8059,49.2597,,,,,78.5099
2024-01-28,81.2722,,,83.4634,99.7655,85.0115,97.6727,,,,,88.8615
2024-01-29,74.6758,,,86.6658,,38.7854,97.3233,95.6172,,,,15.9600
2024-01-30,77.9667,70.0950,,68.4210,96.5937,46.2141,97.6193,,,,,62.9581
2024-01-31,88.4045,79.7800,,71.9756,84.0400,94.3687,98.9683,88.5850,17.5800,,,89.6532
2024-02-01,75.5635,49.6263,,79.6736,88.5578,84.5194,99.5737,37.3623,,,,88.2700
2024-02-02,85.7306,,,92.1008,94.8950,84.4392,97.0672,,,,,50.7819
2024-02-03,80.6696,,,73.1105,,85.0150,96.6486,90.3700,,,,69.3381
2024-02-04,78.4641,90.6300,,92.3762,,90.1000,99.5069,89.7150,,,,88.9635
2024-02-05,86.4609,58.8950,,95.5624,89.8675,92.5950,91.9289,,,,,86.5533
2024-02-06,81.9925,94.9500,,83.8028,92.2100,90.4441,75.9182,97.5343,,,,78.7944
2024-02-07,88.2892,,,83.3400,73.4886,92.5582,98.8517,,,,,92.2100
2024-02-08,84.6911,87.3800,,85.4618,,82.9465,87.5589,84.5400,,,,82.6567
2024-02-09,81.0681,,,90.6322,52.7850,,90.6656,99.8850,,,,86.0469
2024-02-10,80.7585,,,96.1007,59.2523,88.9166,91.4658,72.9400,,,,66.7032
2024-02-11,77.4785,,,92.2678,89.1221,98.0300,85.0770,,,,,89.3890
2024-02-12,88.0581,63.6600,,91.7805,94.6796,86.7950,93.3450,,,,,63.4694
2024-02-13,73.8693,96.4953,,50.2205,52.5800,83.5250,90.1000,99.8050,,,,
2024-02-14,87.9434,,,65.6484,64.4506,81.3487,99.2673,,,,98.6400,57.1968
2024-02-15,85.1844,14.5200,,88.7247,44.8808,,95.2346,,,,99.6750,94.8325
2024-02-16,88.8977,94.3000,,96.8368,96.9430,90.3250,94.0436,,,,99.9250,89.2187
2024-02-17,79.4020,92.1636,,53.1162,96.3215,87.5800,61.1800,71.5620,,,,96.6250
2024-02-18,68.0862,,,66.0360,69.7725,62.6886,92.5950,86.9643,,,,85.5424
2024-02-19,78.8266,,,94.2842,97.8450,66.3001,40.4572,,,,88.2500,49.4909
2024-02-20,86.7462,,,55.4116,94.7903,62.5000,97.8111,96.0650,,,,89.0345
2024-02-21,88.0073,,79.7550,82.9260,97.6206,,97.2081,,,85.9200,,79.8716
2024-02-22,83.7368,74.6950,,45.9810,55.1350,97.0526,80.3133,91.3531,,89.8200,98.6950,
2024-02-23,90.0739,52.5800,99.9200,89.7479,60.3339,57.7208,82.7510,88.5850,,,98.8850,
2024-02-24,75.1117,9.1200,,86.8704,,68.5171,58.2323,,,,,39.3369
2024-02-25,74.3263,39.8850,,71.1119,90.7299,90.0669,88.9729,47.5577,,,,64.2937
2024-02-26,68.4436,58.8950,,44.6327,97.0150,96.6850,68.3406,96.1200,,,,89.8060
2024-02-27,86.1792,,,85.1721,62.1954,87.3807,99.1591,,,,,88.0146
2024-02-28,81.1475,,,76.5845,96.9793,91.1601,96.2417,,99.8100,,,79.5925
2024-02-29,78.7636,92.5950,,75.6689,93.7721,77.9400,93.6994,43.6000,,,,94.8950
2024-03-01,71.2531,91.9775,,81.3510,96.0050,58.4296,51.8116,80.1067,,,,
2024-03-02,86.4656,,,97.1415,90.1750,99.8150,97.7073,16.6250,,,,84.4969
2024-03-03,73.2639,85.9200,,74.5031,76.4841,70.9728,73.9831,,,,,
2024-03-04,90.2510,,,85.2195,,61.6472,90.2114,,,,,99.6200
2024-03-05,83.7294,90.1000,,86.1861,61.0812,89.8246,96.9111,,,,,86.2757
2024-03-06,89.0199,75.7809,,92.8080,98.1293,74.1001,87.2547,,,,,39.0618
2024-03-07,89.4995,,,93.3491,97.2100,96.4583,95.5930,,,,,91.9176
2024-03-08,85.2470,,,82.5300,97.9662,92.0157,98.6268,69.0900,,,,93.2244
2024-03-09,83.1524,,,67.2702,87.0187,96.0100,91.6989,99.9450,72.9400,,,93.0114
2024-03-10,75.3297,92.1081,,85.4551,45.3842,71.9541,82.9626,,,,,92.7750
2024-03-11,87.6391,91.1250,,94.1851,79.4330,89.3432,90.0422,,,,,82.7758
2024-03-12,87.7173,,,88.8814,88.0443,98.4842,95.6057,56.6442,,,,77.0481
2024-03-13,79.2825,99.1384,,58.5562,59.2149,96.1494,92.0100,25.3050,,,,
2024-03-14,76.2667,89.2250,,59.0220,97.2845,90.4802,96.1094,86.4474,,,,67.0000
2024-03-15,85.5848,,,79.4898,91.4487,95.5000,97.9748,,,,,68.7795
2024-03-16,83.9554,,,77.4397,93.0847,71.4215,88.4081,66.5324,,,,99.8550
2024-03-17,65.3022,75.1497,,37.2659,87.1500,56.5199,90.8398,95.4825,77.1150,,,
2024-03-18,77.7624,90.8800,,85.4519,71.0750,49.1096,68.9282,68.3715,,,96.1456,17.0150
2024-03-19,71.2001,93.8950,,71.1714,75.7099,81.6048,65.8593,63.6600,,,,
2024-03-20,78.2884,96.7450,,44.1571,83.4636,88.2250,82.8207,96.0050,,,,
2024-03-21,75.0695,,,80.9601,51.4643,98.6700,94.9775,99.3600,,,3.2100,73.9432
2024-03-22,83.3077,,,90.9764,86.6483,97.6200,99.1434,96.3859,,,,
2024-03-23,74.9718,,,78.9148,92.8895,72.9574,85.3176,,,,,76.3350
2024-03-24,83.3930,,,79.0216,65.8819,97.2550,89.6891,,99.9200,,,58.8950
2024-03-25,83.6583,,,77.5952,,55.9850,96.9040,98.2600,91.3550,,,95.7650
2024-03-26,84.8826,,,78.9593,66.3450,71.6388,83.8687,,,,95.5450,74.9498
2024-03-27,73.3891,46.1400,,72.6051,86.8987,92.7555,94.2333,87.2787,76.3350,,,38.0359
2024-03-28,75.3126,,,78.0194,84.0234,89.3242,73.6436,,,,,64.2034
2024-03-29,75.5855,,,71.7348,89.2250,,93.8485,,,,,86.9934
2024-03-30,79.9657,,,42.4410,,96.6200,88.1759,,,,,57.7526
2024-03-31,73.8006,,,71.9011,38.2731,67.0501,88.3787,,,,,82.4300
2024-04-01,71.0226,,,82.9997,75.6539,88.2500,78.7402,58.8950,92.7750,,,43.6000
2024-04-02,76.9428,79.2950,,63.5080,85.8810,84.8300,74.3814,92.5000,,,0.9724,41.1050
2024-04-03,87.4345,95.1968,,82.6495,80.4469,81.2115,69.6022,,,,,97.4500
2024-04-04,78.3342,,98.2150,69.0092,91.6682,67.8818,91.1986,84.9889,,,,86.7550
2024-04-05,73.4677,85.4800,,84.1239,93.4018,92.3983,73.2500,41.9785,,,,8.5551
2024-04-06,75.2949,,,89.9977,,75.8058,85.1352,29.9050,,,,84.3812
2024-04-07,81.1651,88.5850,,86.6517,91.5800,67.1902,94.5476,90.2143,,,,94.2920
2024-04-08,77.7665,5.7000,,93.6569,89.2058,97.8991,87.0804,55.1350,,,3.9650,78.1303
2024-04-09,77.4959,92.7750,,71.8635,55.4319,70.6175,93.2243,23.7746,,,,71.7858
2024-04-10,76.4127,51.9155,,83.2651,22.8850,80.7425,87.3577,,92.0100,,,
2024-04-11,91.5063,,83.2600,97.9827,87.8950,96.3010,93.7754,75.3123,98.6600,98.9700,97.4263,96.0850
2024-04-12,82.4718,,,56.6934,67.6758,99.6050,93.8116,14.5200,93.9378,,,65.6499
2024-04-13,81.0039,,,73.4282,37.5928,31.9610,96.7712,,,,,84.0400
2024-04-14,64.6659,35.2788,,46.9073,93.8450,86.0651,54.3615,76.9142,,,,54.5840
2024-04-15,81.0559,,,73.4352,49.6532,72.9400,97.9128,82.1759,,,,
2024-04-16,83.5734,,,77.0018,89.1014,29.3150,83.1092,92.0100,99.6100,,,7.9700
2024-04-17,82.4546,,,91.6351,14.0477,97.2550,86.7162,34.5300,,,99.8250,
